% Model,MFT_4_5_1.mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Version,COMSOL 6.1.0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Date,"Apr 27 2024, 15:45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Table,Table 4 - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% hw1 (mm),hw2 (mm),dw1 (mm),dw2 (mm),lcs (mm),dcs (mm),dww_ii_x (mm),dww_oo_x (mm),dww_x (mm),lcore_x1 (mm),lcore_x2 (mm),lcore_y1 (mm),lcore_y2 (mm),dc2c (mm),dsm_i (mm),Nlayer_analysis_i,thick_first_layer_i,thick_first_layer_o,Nlayer_analysis_o,dsm_o (mm),freq,mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J)
50,45,0.1,0.2,48,10,0.2,0.2,2,1.5,4,2,4,0,1,1,0.1,0.1,1,1,10,0.000491187,0.000496192,0.000501765,0.000508816,0,0,0.00035043,0.000351667,0.000354715,0.000359509,0.000366648,0,2.35513E-08,2.25359E-08,2.04112E-08,1.71356E-08,0,0,2.08061E-08,2.74362E-08,3.23618E-08,3.55144E-08,3.68149E-08,0
30,25,0.2,0.3,50,14,0.1,0.2,1,2,3.5,2.5,4,0,1,1,0.1,0.1,2,1,10,0.000484468,0.000487048,0.000497101,0.000521728,0,0,0.000561775,0.000537555,0.000525753,0.000525494,0.000537238,0,3.31952E-08,3.13665E-08,2.73783E-08,2.10856E-08,0,0,1.97284E-08,3.50114E-08,4.62727E-08,5.33505E-08,5.59495E-08,0
30,25,0.3,0.1,40,32,0.2,0.1,5,2.5,3,1.5,3.5,0,1,2,0.1,0.1,1,1,10,0.000520175,0.00051016,0.000528319,0.00057242,0,0,0.00201876,0.00203236,0.00204474,0.00205551,0.0020664,0,1.04913E-07,1.01892E-07,9.40463E-08,8.1431E-08,0,0,1.44104E-07,1.52438E-07,1.58185E-07,1.61312E-07,1.61819E-07,0
35,35,0.2,0.3,66,16,0.3,0.3,0.5,3.5,5.5,3,6,0,1,1,0.1,0.1,2,1,10,0.000567718,0.000566737,0.000568553,0.000575996,0,0,0.000610787,0.000527537,0.00047749,0.000452083,0.000448382,0,4.01035E-08,3.71431E-08,3.02954E-08,1.94326E-08,0,0,2.17315E-09,2.04566E-08,3.39995E-08,4.27849E-08,4.66138E-08,0
55,45,0.1,0.3,28,24,0.2,0.3,6,2.5,5,2,5.5,0,1,1,0.1,0.1,2,1,10,0.000535172,0.000538518,0.000542699,0.000547985,0,0,0.000431136,0.000399524,0.000382693,0.000381628,0.00040158,0,5.6471E-08,5.55488E-08,5.34783E-08,5.02266E-08,0,0,6.88805E-08,8.06495E-08,8.9125E-08,9.41894E-08,9.54374E-08,0
65,45,0.1,0.2,72,20,0.1,0.1,4,1,3,1,3,0,1,1,0.1,0.1,1,1,10,0.000646398,0.000650471,0.000657884,0.000673103,0,0,0.000612558,0.000610373,0.000612363,0.000618663,0.00063271,0,3.69271E-08,3.58932E-08,3.37886E-08,3.05794E-08,0,0,8.00705E-08,8.75891E-08,9.29193E-08,9.59846E-08,9.6698E-08,0
60,40,0.1,0.2,28,34,0.1,0.1,2.5,2,4.5,3,5.5,0,1,1,0.1,0.1,1,1,10,0.000638773,0.00064542,0.000658098,0.000682791,0,0,0.000600475,0.00058296,0.00057426,0.000574835,0.000587949,0,2.46105E-08,2.35613E-08,2.14197E-08,1.81505E-08,0,0,5.11686E-08,5.82684E-08,6.32931E-08,6.61676E-08,6.68136E-08,0
35,20,0.3,0.2,36,20,0.3,0.2,5.5,2.5,5,3.5,3.5,0,1,2,0.1,0.1,1,1,10,0.000328428,0.000317718,0.000336748,0.000426191,0,0,0.00124085,0.00125118,0.00126508,0.00128085,0.00130411,0,7.15926E-08,6.9165E-08,6.29036E-08,5.17297E-08,0,0,1.57949E-07,1.72698E-07,1.82466E-07,1.87082E-07,1.86352E-07,0
30,25,0.3,0.3,32,10,0.3,0.2,2,3.5,3.5,4,3.5,0,1,2,0.1,0.1,2,1,10,0.000272294,0.000269532,0.000279483,0.000317629,0,0,0.000490665,0.000474217,0.000467915,0.00047226,0.000489343,0,3.53184E-08,3.30837E-08,2.75526E-08,1.83644E-08,0,0,4.23303E-08,5.4546E-08,6.34362E-08,6.88187E-08,7.03597E-08,0
40,25,0.1,0.3,76,40,0.3,0.3,4,3.5,4.5,3,4,0,1,1,0.1,0.1,2,1,10,0.00145086,0.00145326,0.00146979,0.00151956,0,0,0.00129301,0.00124475,0.00122787,0.00124681,0.00131258,0,1.03143E-07,9.95174E-08,9.15122E-08,7.88635E-08,0,0,1.58558E-07,0.00000019,2.11666E-07,2.23357E-07,2.23952E-07,0
25,15,0.3,0.2,76,26,0.2,0.1,1.5,2.5,4.5,4,6,0,1,2,0.1,0.1,1,1,10,0.000687259,0.000681697,0.000785124,0.00120743,0,0,0.00193721,0.00195484,0.00197506,0.0019955,0.00201892,0,6.50152E-08,6.01537E-08,4.73137E-08,2.14827E-08,0,0,1.18871E-07,1.39864E-07,1.54292E-07,1.62051E-07,1.63033E-07,0
20,20,0.3,0.3,70,18,0.2,0.1,3,3,4.5,1,4.5,0,1,2,0.1,0.1,2,1,10,0.000839665,0.000826134,0.000834608,0.000862294,0,0,0.001007,0.000964459,0.000941887,0.000937744,0.000953353,0,1.18133E-07,1.14705E-07,1.04111E-07,8.6545E-08,0,0,9.61093E-08,1.16774E-07,1.31625E-07,1.40471E-07,1.43007E-07,0
60,35,0.1,0.1,54,14,0.3,0.2,2,2,5,1,4.5,0,1,1,0.1,0.1,1,1,10,0.000624585,0.00063791,0.000677787,0.000787082,0,0,0.00101853,0.00103621,0.001053,0.00106882,0.0010845,0,2.03669E-08,1.8294E-08,1.36921E-08,6.08293E-09,0,0,5.08427E-08,5.79465E-08,6.30373E-08,6.60708E-08,6.70083E-08,0
25,20,0.1,0.1,50,26,0.1,0.2,5.5,2.5,3.5,3,5,0,1,1,0.1,0.1,1,1,10,0.00158436,0.00158506,0.00158538,0.00158524,0,0,0.00246373,0.00250259,0.00253434,0.00255731,0.00257384,0,1.24681E-07,1.23351E-07,1.19894E-07,1.14273E-07,0,0,1.5763E-07,1.71897E-07,1.81753E-07,1.87116E-07,1.87953E-07,0
60,40,0.3,0.1,42,16,0.3,0.1,3,2.5,6,1.5,4,0,1,2,0.1,0.1,1,1,10,0.000168936,0.000175954,0.000220751,0.000385722,0,0,0.00090237,0.000911028,0.000919335,0.000927283,0.000935592,0,2.47529E-08,2.30606E-08,1.89419E-08,9.89595E-09,0,0,6.27677E-08,6.69067E-08,6.98333E-08,7.15266E-08,7.19775E-08,0
70,70,0.3,0.3,62,24,0.2,0.3,5,1.5,4.5,1.5,3,0,1,2,0.1,0.1,2,1,10,0.000220274,0.000222613,0.000234126,0.000253519,0,0,0.000306251,0.000283921,0.000268936,0.000262018,0.000264246,0,6.24995E-08,6.0859E-08,5.70286E-08,5.10381E-08,0,0,4.75179E-08,5.83514E-08,6.64588E-08,7.17455E-08,7.4045E-08,0
35,25,0.2,0.2,52,20,0.2,0.2,1.5,2.5,5,3,5.5,0,1,1,0.1,0.1,1,1,10,0.000507085,0.00051001,0.000538828,0.000633336,0,0,0.000853622,0.000865131,0.000879877,0.000896811,0.000917251,0,3.65656E-08,3.40123E-08,2.81412E-08,1.81962E-08,0,0,4.9045E-08,6.30102E-08,7.3014E-08,7.89297E-08,8.05881E-08,0
60,45,0.1,0.2,28,28,0.2,0.1,1.5,1.5,5.5,2,3.5,0,1,1,0.1,0.1,1,1,10,0.000536584,0.000544232,0.00055895,0.000589756,0,0,0.000431963,0.000421801,0.000416756,0.000417016,0.000423836,0,1.73474E-08,1.60646E-08,1.34121E-08,9.3149E-09,0,0,2.58038E-08,3.14896E-08,3.56182E-08,3.81402E-08,3.89973E-08,0
60,50,0.1,0.1,36,16,0.3,0.1,1,3,4,2,3.5,0,1,1,0.1,0.1,1,1,10,0.000453617,0.000462786,0.00047884,0.000511806,0,0,0.000586093,0.000590688,0.000595567,0.000600663,0.000606153,0,1.12431E-08,9.8473E-09,6.91111E-09,2.31342E-09,0,0,1.7824E-08,2.09395E-08,2.32294E-08,2.4683E-08,2.52878E-08,0
40,35,0.3,0.1,52,36,0.1,0.3,2.5,4,4,4,5,0,1,2,0.1,0.1,1,1,10,0.000427974,0.000424969,0.000446873,0.000500181,0,0,0.00153375,0.00156146,0.00158705,0.00160943,0.0016297,0,6.04475E-08,5.79763E-08,5.1937E-08,4.22165E-08,0,0,6.37328E-08,7.79561E-08,8.82015E-08,9.44002E-08,9.64947E-08,0
50,30,0.1,0.1,20,12,0.2,0.3,4,3.5,4.5,3.5,5.5,0,1,1,0.1,0.1,1,1,10,0.000405338,0.000412491,0.000425638,0.00045285,0,0,0.000910345,0.000936211,0.000959511,0.000980003,0.000999094,0,2.2172E-08,2.12458E-08,1.92667E-08,1.61352E-08,0,0,6.27417E-08,7.00244E-08,7.51492E-08,7.80228E-08,7.85726E-08,0
40,40,0.2,0.1,44,14,0.2,0.1,1,1,5.5,2,5,0,1,1,0.1,0.1,1,1,10,0.000334415,0.000337137,0.000341655,0.000349624,0,0,0.000701317,0.000706882,0.000712958,0.000719191,0.000725522,0,2.17056E-08,2.00595E-08,1.65202E-08,1.10047E-08,0,0,1.35375E-08,1.74375E-08,2.03336E-08,2.22188E-08,2.30815E-08,0
40,35,0.3,0.1,22,6,0.2,0.3,3.5,1,3,2.5,4.5,0,1,2,0.1,0.1,1,1,10,0.000119506,0.000122528,0.000130354,0.000146578,0,0,0.000564465,0.000582638,0.000599704,0.000615263,0.000629768,0,2.38224E-08,2.28337E-08,2.05975E-08,1.69751E-08,0,0,3.21768E-08,3.74658E-08,4.13648E-08,4.38021E-08,4.47105E-08,0
20,15,0.3,0.1,52,32,0.1,0.1,6,1.5,4.5,4,3,0,1,2,0.1,0.1,1,1,10,0.000919257,0.000900242,0.000908825,0.000945967,0,0,0.00370945,0.00373988,0.00376305,0.00377717,0.00378488,0,1.84041E-07,1.81105E-07,1.72167E-07,1.57325E-07,0,0,2.41356E-07,2.54271E-07,2.62787E-07,2.66848E-07,2.66458E-07,0
35,25,0.2,0.1,62,36,0.2,0.2,3,1.5,3.5,4,4,0,1,1,0.1,0.1,1,1,10,0.000713815,0.000708861,0.000727614,0.000803302,0,0,0.00228417,0.00231823,0.00234766,0.00237168,0.00239295,0,7.40164E-08,7.07348E-08,6.32603E-08,5.08944E-08,0,0,1.14205E-07,1.28317E-07,1.38148E-07,1.43636E-07,1.44756E-07,0
60,50,0.3,0.1,48,14,0.3,0.2,4.5,4,3.5,3.5,3,0,1,2,0.1,0.1,1,1,10,0.000184521,0.000184284,0.000196631,0.00023529,0,0,0.000824563,0.000836311,0.000847381,0.000857662,0.000868358,0,3.76075E-08,3.5797E-08,3.16282E-08,2.47316E-08,0,0,7.0027E-08,7.57165E-08,7.97927E-08,8.22142E-08,8.2957E-08,0
70,60,0.1,0.3,50,30,0.3,0.2,1,3,6,3,5.5,0,1,1,0.1,0.1,2,1,10,0.000581482,0.000587787,0.000599346,0.00062307,0,0,0.00033927,0.000311652,0.000294249,0.00028715,0.000291963,0,2.12863E-08,1.95723E-08,1.60059E-08,1.05004E-08,0,0,1.48405E-08,2.44623E-08,3.15994E-08,3.61687E-08,3.79963E-08,0
50,45,0.3,0.1,20,40,0.1,0.1,4,3,3,4,3,0,1,2,0.1,0.1,1,1,10,0.000301305,0.000306083,0.000362328,0.000457848,0,0,0.00107911,0.00106819,0.00106301,0.00106361,0.00107132,0,5.22988E-08,5.08397E-08,4.66897E-08,4.00578E-08,0,0,6.58794E-08,7.07341E-08,7.41692E-08,7.61684E-08,7.67308E-08,0
50,45,0.1,0.3,52,14,0.2,0.3,4,1.5,4,4,3.5,0,1,1,0.1,0.1,2,1,10,0.00059507,0.000598194,0.000601177,0.000604222,0,0,0.000364271,0.000346906,0.000337956,0.000338702,0.000351833,0,4.82296E-08,4.71816E-08,4.48685E-08,4.12553E-08,0,0,4.17066E-08,5.33918E-08,6.20445E-08,6.75116E-08,6.9482E-08,0
65,60,0.3,0.1,26,40,0.1,0.2,3,3,3,1.5,4.5,0,1,2,0.1,0.1,1,1,10,0.000224621,0.000230582,0.000262991,0.000317626,0,0,0.000785654,0.000786271,0.00078885,0.000793395,0.000800622,0,3.68786E-08,3.5481E-08,3.20682E-08,2.67072E-08,0,0,3.994E-08,4.57616E-08,5.00037E-08,5.26377E-08,5.36458E-08,0
70,60,0.2,0.3,56,34,0.2,0.1,1,2.5,3.5,3,5,0,1,1,0.1,0.1,2,1,10,0.000326144,0.00032998,0.000345559,0.000388134,0,0,0.000374008,0.000341251,0.000319641,0.000309576,0.000312868,0,2.18397E-08,2.0026E-08,1.61161E-08,9.82662E-09,0,0,1.95537E-08,2.81033E-08,3.44211E-08,3.84365E-08,4.00224E-08,0
30,30,0.2,0.3,26,18,0.2,0.3,5.5,2.5,3.5,1,5,0,1,1,0.1,0.1,2,1,10,0.000510638,0.000506817,0.000507241,0.00051062,0,0,0.000493299,0.000476306,0.000470064,0.000475577,0.000495514,0,8.19909E-08,8.09339E-08,7.74105E-08,7.1406E-08,0,0,6.94231E-08,8.4132E-08,9.48707E-08,1.01411E-07,1.03318E-07,0
50,30,0.3,0.2,66,6,0.3,0.1,2,3,3.5,2,5,0,1,2,0.1,0.1,1,1,10,0.000220261,0.000233686,0.000317303,0.000695148,0,0,0.000742953,0.00071938,0.000706227,0.000704124,0.000712103,0,2.55569E-08,2.34911E-08,1.81001E-08,3.90665E-09,0,0,6.39114E-08,7.23861E-08,7.84499E-08,8.2006E-08,8.30357E-08,0
65,55,0.3,0.3,24,22,0.3,0.3,1,3,4,2,4,0,1,2,0.1,0.1,2,1,10,0.000144329,0.000148491,0.00016938,0.000228604,0,0,0.00026754,0.000245486,0.000232336,0.000228253,0.000235178,0,1.74645E-08,1.58951E-08,1.23187E-08,6.14445E-09,0,0,1.37361E-08,2.2304E-08,2.87034E-08,3.2821E-08,3.44404E-08,0
20,15,0.2,0.3,76,40,0.3,0.2,6,4,6,3,6,0,1,1,0.1,0.1,2,1,10,0.00174254,0.00171971,0.00169872,0.00168108,0,0,0.00219838,0.00213125,0.0020958,0.00208908,0.00211557,0,2.67006E-07,2.62556E-07,2.4824E-07,2.24026E-07,0,0,2.91849E-07,3.32847E-07,3.60219E-07,3.73791E-07,3.72851E-07,0
50,45,0.2,0.2,32,32,0.3,0.2,3,1.5,3,4,5.5,0,1,1,0.1,0.1,1,1,10,0.000372391,0.000371908,0.000377021,0.000391174,0,0,0.000527093,0.000519192,0.000516946,0.000520308,0.000531594,0,4.66203E-08,4.45495E-08,3.99382E-08,3.26726E-08,0,0,4.3383E-08,5.23372E-08,5.8848E-08,6.28246E-08,6.41632E-08,0
50,40,0.2,0.3,34,38,0.1,0.2,0.5,3,3.5,3.5,3,0,1,1,0.1,0.1,2,1,10,0.00042001,0.000429072,0.000456644,0.000521019,0,0,0.000549432,0.00048723,0.000447797,0.000429567,0.000435168,0,2.27571E-08,2.09727E-08,1.70903E-08,1.08536E-08,0,0,1.04204E-08,2.42045E-08,3.43505E-08,4.07519E-08,4.31575E-08,0
25,20,0.1,0.3,44,20,0.2,0.1,6,3.5,4,2,5,0,1,1,0.1,0.1,2,1,10,0.00138685,0.00139177,0.00139484,0.00139595,0,0,0.00100654,0.000961232,0.000937744,0.000933812,0.000955363,0,1.20529E-07,1.18893E-07,1.14507E-07,1.07303E-07,0,0,1.53846E-07,1.71169E-07,1.83132E-07,1.89555E-07,1.90095E-07,0
70,45,0.1,0.3,42,6,0.2,0.3,1.5,4,6,3.5,4,0,1,1,0.1,0.1,2,1,10,0.000383555,0.000391016,0.000406482,0.000442012,0,0,0.000262598,0.000283724,0.000264906,0.000259337,0.00026836,0,1.25337E-08,1.15488E-08,9.46627E-09,6.1891E-09,0,0,2.06533E-08,2.90185E-08,3.54643E-08,3.95483E-08,4.1011E-08,0
20,15,0.1,0.3,34,12,0.2,0.1,5,2.5,4.5,4,3.5,0,1,1,0.1,0.1,2,1,10,0.00120793,0.00121368,0.00121747,0.00121962,0,0,0.000956742,0.000930063,0.000917863,0.000919216,0.00093764,0,8.85375E-08,8.72468E-08,8.3614E-08,7.7547E-08,0,0,1.16629E-07,1.32211E-07,1.42886E-07,1.48444E-07,1.48582E-07,0
20,20,0.3,0.2,68,28,0.1,0.3,0.5,1,4,4,3.5,0,1,2,0.1,0.1,1,1,10,0.000828324,0.000825705,0.000848096,0.000899332,0,0,0.00119992,0.0012008,0.001221,0.00124607,0.00126788,0,7.67185E-08,7.21852E-08,6.13757E-08,4.4285E-08,0,0,-2.19177E-09,2.69583E-08,4.82324E-08,6.17505E-08,6.74527E-08,0
50,45,0.2,0.1,64,36,0.1,0.2,1.5,3,4,4,3,0,1,1,0.1,0.1,1,1,10,0.000499744,0.000501336,0.000511088,0.000534713,0,0,0.00118964,0.00120193,0.0012141,0.00122578,0.00123731,0,3.55611E-08,3.3615E-08,2.94394E-08,2.29112E-08,0,0,3.35119E-08,4.26965E-08,4.94203E-08,5.36556E-08,5.53805E-08,0
35,30,0.1,0.3,56,38,0.3,0.2,1.5,4,5,3,5,0,1,1,0.1,0.1,2,1,10,0.0014083,0.00141044,0.00141569,0.00143044,0,0,0.000822371,0.000768909,0.000736589,0.000725518,0.000738176,0,6.22535E-08,5.88972E-08,5.1453E-08,3.97618E-08,0,0,3.87404E-08,6.00953E-08,7.56349E-08,8.51795E-08,8.83703E-08,0
20,20,0.2,0.3,50,30,0.2,0.2,5.5,4,5,3,3.5,0,1,1,0.1,0.1,2,1,10,0.00129615,0.00129189,0.00129106,0.00129173,0,0,0.00115751,0.00111492,0.00109253,0.00109022,0.0011105,0,1.86819E-07,1.84642E-07,1.76464E-07,1.62262E-07,0,0,1.57677E-07,1.84402E-07,2.03332E-07,2.14205E-07,2.16515E-07,0
50,35,0.2,0.1,72,32,0.1,0.2,3.5,4,3,3,3,0,1,1,0.1,0.1,1,1,10,0.000532106,0.000535092,0.000558097,0.00062498,0,0,0.00175755,0.00178322,0.00180638,0.00182682,0.00184709,0,5.29455E-08,5.08816E-08,4.62288E-08,3.85431E-08,0,0,1.15531E-07,1.26863E-07,1.34816E-07,1.39327E-07,1.40374E-07,0
60,50,0.2,0.1,22,26,0.1,0.3,5,2,4.5,3,4.5,0,1,1,0.1,0.1,1,1,10,0.00024091,0.000243217,0.000251185,0.000266137,0,0,0.000755307,0.000767109,0.00077889,0.000790367,0.000803224,0,3.93319E-08,3.84955E-08,3.6619E-08,3.36521E-08,0,0,5.55407E-08,6.22886E-08,6.71318E-08,7.00062E-08,7.08624E-08,0
