% Model,MFT_5_3_1.mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Version,COMSOL 6.1.0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Date,"Apr 26 2024, 19:37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Table,Table 4 - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% hw1 (mm),hw2 (mm),dw1 (mm),dw2 (mm),lcs (mm),dcs (mm),dww_ii_x (mm),dww_oo_x (mm),dww_x (mm),lcore_x1 (mm),lcore_x2 (mm),lcore_y1 (mm),lcore_y2 (mm),dc2c (mm),dsm_i (mm),Nlayer_analysis_i,thick_first_layer_i,thick_first_layer_o,Nlayer_analysis_o,dsm_o (mm),freq,mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J)
60,45,0.3,0.3,40,28,0.1,0.1,3.5,3,3,3.5,3,0,1,2,0.1,0.1,2,1,10,0.000222475,0.000222058,0.000239897,0.000290073,0.000408343,0,0.000385769,0.000372353,0.000373353,0,0,0,4.35586E-08,4.22051E-08,3.90203E-08,3.36283E-08,2.50229E-08,0,4.54649E-08,4.99797E-08,5.16325E-08,0,0,0
60,35,0.3,0.1,60,6,0.3,0.3,4.5,2,3.5,1.5,3.5,0,1,2,0.1,0.1,1,1,10,0.000160973,0.000167519,0.000212672,0.000332206,0.000700871,0,0.00107473,0.00109576,0.00111375,0,0,0,4.31277E-08,4.13747E-08,3.77802E-08,3.16277E-08,1.73636E-08,0,6.20301E-08,6.65899E-08,6.83247E-08,0,0,0
55,50,0.1,0.2,58,22,0.1,0.3,3,3,4,2.5,6,0,1,1,0.1,0.1,1,1,10,0.000692238,0.000693421,0.000695281,0.000698163,0.000702586,0,0.000452118,0.000457206,0.000464012,0,0,0,4.6466E-08,4.56195E-08,4.37678E-08,4.08894E-08,3.69641E-08,0,2.7717E-08,3.31714E-08,3.55823E-08,0,0,0
35,25,0.2,0.2,70,6,0.3,0.3,4,4,5,2.5,4,0,1,1,0.1,0.1,1,1,10,0.00049605,0.000496357,0.000510937,0.000559024,0.000615179,0,0.000933689,0.000933979,0.000938709,0,0,0,7.72171E-08,7.46248E-08,6.86719E-08,5.88703E-08,4.4596E-08,0,7.47949E-08,8.3351E-08,8.64709E-08,0,0,0
50,40,0.3,0.3,36,14,0.1,0.2,0.5,3.5,3,4,3.5,0,1,2,0.1,0.1,2,1,10,0.000183593,0.000187715,0.00020884,0.000270684,0.000429113,0,0.000262757,0.00025622,0.000258006,0,0,0,1.52949E-08,1.40554E-08,1.12427E-08,6.19863E-09,-2.48337E-09,0,1.10206E-08,1.56789E-08,1.78059E-08,0,0,0
65,60,0.1,0.2,62,40,0.2,0.2,4,1,5,4,5.5,0,1,1,0.1,0.1,1,1,10,0.000782725,0.000783535,0.000784441,0.00078598,0.000788926,0,0.000496024,0.000495582,0.00049865,0,0,0,7.39341E-08,7.2488E-08,6.93964E-08,6.46253E-08,5.8141E-08,0,3.70444E-08,4.18271E-08,4.39033E-08,0,0,0
60,55,0.2,0.1,42,24,0.1,0.1,3.5,3,6,1,4,0,1,1,0.1,0.1,1,1,10,0.000293956,0.000294258,0.000297966,0.000306338,0.000321365,0,0.000726809,0.00073075,0.000734869,0,0,0,4.31115E-08,4.20705E-08,3.97712E-08,3.61671E-08,3.12032E-08,0,3.01434E-08,3.20036E-08,3.28249E-08,0,0,0
25,25,0.3,0.1,58,10,0.1,0.2,2.5,1.5,4.5,4,4.5,0,1,2,0.1,0.1,1,1,10,0.000475996,0.000469369,0.000475236,0.00049528,0.000533289,0,0.00133218,0.00135,0.00136591,0,0,0,7.22104E-08,7.02106E-08,6.488E-08,5.62424E-08,4.42182E-08,0,3.80243E-08,4.29098E-08,4.50388E-08,0,0,0
20,20,0.3,0.1,52,14,0.2,0.1,4.5,2,3,2,4.5,0,1,2,0.1,0.1,1,1,10,0.000712052,0.000684807,0.000678751,0.000688755,0.000716996,0,0.0019186,0.00193406,0.00194745,0,0,0,1.29254E-07,1.27254E-07,1.19779E-07,1.07133E-07,8.92535E-08,0,8.51243E-08,8.92404E-08,9.07843E-08,0,0,0
65,60,0.1,0.3,28,12,0.3,0.3,4.5,2.5,5.5,4,3.5,0,1,1,0.1,0.1,2,1,10,0.000327986,0.000330936,0.000334081,0.000337722,0.000342363,0,0.000180447,0.000177089,0.000179094,0,0,0,3.40084E-08,3.32825E-08,3.16162E-08,2.89654E-08,2.52877E-08,0,2.21856E-08,2.57262E-08,2.72716E-08,0,0,0
