% Model,MFT_5_4_1.mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Version,COMSOL 6.1.0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Date,"Apr 27 2024, 16:35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Table,Table 4 - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% hw1 (mm),hw2 (mm),dw1 (mm),dw2 (mm),lcs (mm),dcs (mm),dww_ii_x (mm),dww_oo_x (mm),dww_x (mm),lcore_x1 (mm),lcore_x2 (mm),lcore_y1 (mm),lcore_y2 (mm),dc2c (mm),dsm_i (mm),Nlayer_analysis_i,thick_first_layer_i,thick_first_layer_o,Nlayer_analysis_o,dsm_o (mm),freq,mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J)
20,15,0.3,0.2,80,30,0.1,0.2,3,1,4,3.5,4,0,1,2,0.1,0.1,1,1,10,0.00103969,0.0010056,0.00100251,0.00103957,0.00114646,0,0.00210565,0.00213531,0.00215728,0.00217188,0,0,1.80151E-07,1.76012E-07,1.64908E-07,1.46925E-07,1.21469E-07,0,1.3269E-07,1.54729E-07,1.67355E-07,1.70411E-07,0,0
70,60,0.3,0.2,26,36,0.3,0.1,0.5,3,3.5,1.5,5,0,1,2,0.1,0.1,1,1,10,0.000190355,0.000197949,0.000228926,0.000302813,0.000492325,0,0.000373208,0.000359022,0.000352183,0.000352943,0,0,2.04805E-08,1.84731E-08,1.4057E-08,6.7954E-09,-5.324E-09,0,1.55236E-08,1.96242E-08,2.22632E-08,2.34132E-08,0,0
35,25,0.2,0.2,42,34,0.2,0.3,2,2.5,3,2.5,5,0,1,1,0.1,0.1,1,1,10,0.000621156,0.000611851,0.000622409,0.000681664,0.000842674,0,0.00101548,0.00103173,0.00105164,0.00107655,0,0,6.59582E-08,6.34332E-08,5.74849E-08,4.73252E-08,3.18982E-08,0,6.00542E-08,7.49888E-08,8.39255E-08,8.66478E-08,0,0
30,20,0.1,0.2,36,20,0.3,0.1,5.5,1,6,3.5,3.5,0,1,1,0.1,0.1,1,1,10,0.000969957,0.000970178,0.000970122,0.000974574,0.000990404,0,0.00108431,0.00108776,0.00109303,0.00110134,0,0,1.03845E-07,1.01931E-07,9.75067E-08,9.04038E-08,8.0468E-08,0,1.11859E-07,1.2001E-07,1.24402E-07,1.24958E-07,0,0
20,20,0.2,0.1,68,28,0.2,0.1,1,3.5,4.5,2,6,0,1,1,0.1,0.1,1,1,10,0.00126369,0.00125073,0.00123938,0.00123742,0.00125876,0,0.00245041,0.00246742,0.00248412,0.00249966,0,0,8.4256E-08,8.02058E-08,6.97678E-08,5.2742E-08,2.8799E-08,0,4.8049E-08,5.72885E-08,6.30943E-08,6.54652E-08,0,0
30,20,0.3,0.2,20,12,0.1,0.3,3.5,2.5,5,2.5,5.5,0,1,2,0.1,0.1,1,1,10,0.000235175,0.000230321,0.000239423,0.000271905,0.00035076,0,0.000709316,0.000729067,0.000746811,0.00076295,0,0,4.68658E-08,4.57806E-08,4.28785E-08,3.7943E-08,3.0337E-08,0,5.84277E-08,6.76653E-08,7.30531E-08,7.43846E-08,0,0
65,45,0.1,0.2,26,8,0.2,0.1,0.5,1.5,5.5,1,5.5,0,1,1,0.1,0.1,1,1,10,0.000298986,0.000305058,0.000317728,0.00034724,0.000409963,0,0.000209878,0.000210599,0.00021288,0.000216811,0,0,7.08744E-09,6.36964E-09,4.80336E-09,2.1923E-09,-1.56636E-09,0,7.20348E-09,9.6264E-09,1.1204E-08,1.19007E-08,0,0
65,50,0.2,0.3,70,18,0.3,0.1,1,4,4.5,1,5,0,1,1,0.1,0.1,2,1,10,0.00032723,0.000331252,0.000354096,0.000432001,0.000645022,0,0.000364344,0.000343526,0.000333596,0.000335869,0,0,2.6614E-08,2.46345E-08,2.02611E-08,1.23616E-08,-9.98745E-10,0,2.65965E-08,3.35797E-08,3.8047E-08,3.98824E-08,0,0
70,60,0.3,0.1,22,20,0.3,0.1,0.5,3,6,3.5,4,0,1,2,0.1,0.1,1,1,10,0.000125843,0.000129811,0.000146853,0.000195876,0.000337794,0,0.000462083,0.000464429,0.000467479,0.000471196,0,0,1.22821E-08,1.09273E-08,7.99523E-09,3.05863E-09,-5.65213E-09,0,1.17805E-08,1.36959E-08,1.49423E-08,1.55111E-08,0,0
45,30,0.3,0.3,46,20,0.1,0.2,2.5,1,6,2,4.5,0,1,2,0.1,0.1,2,1,10,0.000248007,0.00025176,0.000274738,0.000342975,0.000518144,0,0.000516674,0.000503198,0.000502125,0.00051605,0,0,4.67228E-08,4.50801E-08,4.14744E-08,3.51712E-08,2.4473E-08,0,5.1124E-08,6.13569E-08,6.75416E-08,6.9395E-08,0,0
40,40,0.1,0.2,22,30,0.2,0.1,2,1.5,5,1.5,4,0,1,1,0.1,0.1,1,1,10,0.000781875,0.000785532,0.000790536,0.000797067,0.000805708,0,0.000463088,0.000447128,0.000439793,0.00044075,0,0,4.81697E-08,4.69373E-08,4.41024E-08,3.96223E-08,3.34567E-08,0,1.92688E-08,2.4283E-08,2.75162E-08,2.89441E-08,0,0
50,35,0.1,0.1,46,14,0.1,0.3,4,3,6,3,5,0,1,1,0.1,0.1,1,1,10,0.000586923,0.00059022,0.000596088,0.000607417,0.00062839,0,0.00105161,0.0010739,0.00109309,0.0011098,0,0,4.30881E-08,4.22655E-08,4.05281E-08,3.78158E-08,3.4085E-08,0,5.90367E-08,6.58067E-08,6.98802E-08,7.11919E-08,0,0
70,50,0.3,0.1,34,24,0.3,0.1,1.5,1.5,4,1.5,3.5,0,1,2,0.1,0.1,1,1,10,0.000154196,0.000159909,0.000187848,0.000281486,0.00058802,0,0.000693636,0.000698354,0.000703467,0.000709102,0,0,2.07926E-08,1.91472E-08,1.58006E-08,9.90208E-09,-3.28372E-09,0,2.90063E-08,3.16852E-08,3.33777E-08,3.40732E-08,0,0
40,35,0.1,0.1,76,38,0.2,0.1,3,2.5,6,2,6,0,1,1,0.1,0.1,1,1,10,0.00138613,0.00138216,0.00137966,0.0013816,0.00139218,0,0.00176291,0.00177226,0.00178075,0.00178877,0,0,9.41914E-08,9.18364E-08,8.65634E-08,7.82714E-08,6.68636E-08,0,7.37951E-08,8.01007E-08,8.39824E-08,8.54274E-08,0,0
20,15,0.1,0.3,48,30,0.3,0.1,1.5,1,5,2.5,5.5,0,1,1,0.1,0.1,2,1,10,0.00194558,0.00194085,0.00193629,0.00194882,0.00200458,0,0.00117899,0.00113792,0.00111942,0.00112283,0,0,1.02823E-07,9.85753E-08,8.90979E-08,7.39826E-08,5.28227E-08,0,5.78372E-08,7.57404E-08,8.63722E-08,8.9532E-08,0,0
