% Model,MFT_6_4_1.mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Version,COMSOL 6.1.0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Date,"Apr 28 2024, 15:02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Table,Table 4 - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% hw1 (mm),hw2 (mm),dw1 (mm),dw2 (mm),lcs (mm),dcs (mm),dww_ii_x (mm),dww_oo_x (mm),dww_x (mm),lcore_x1 (mm),lcore_x2 (mm),lcore_y1 (mm),lcore_y2 (mm),dc2c (mm),dsm_i (mm),Nlayer_analysis_i,thick_first_layer_i,thick_first_layer_o,Nlayer_analysis_o,dsm_o (mm),freq,mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Is/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),mf.Qrh*8/(2*Ip/sqrt(2))^2 (W),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Is)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J),real(mf.AX*mf.JX+mf.AY*mf.JY+mf.AZ*mf.JZ)/((2*Ip)^2)*8 (J)
25,15,0.3,0.3,74,20,0.1,0.1,5.5,3.5,5.5,2,5,0,1,2,0.1,0.1,2,1,10,0.000724773,0.00070657,0.000712258,0.000743839,0.000814205,0.00095523,0.001615,0.0015752,0.00155915,0.0015688,0,0,2.23834E-07,2.21342E-07,2.13714E-07,2.01229E-07,1.83633E-07,1.60043E-07,2.18282E-07,2.37744E-07,2.4788E-07,2.48442E-07,0,0
60,45,0.2,0.3,46,28,0.2,0.1,3,1,6,3.5,3.5,0,1,1,0.1,0.1,2,1,10,0.000324942,0.000322579,0.000326185,0.000345847,0.000400417,0.000528591,0.000412976,0.000390955,0.000381759,0.000388294,0,0,5.65144E-08,5.50586E-08,5.19035E-08,4.68205E-08,3.91931E-08,2.81717E-08,5.02034E-08,5.70945E-08,6.12792E-08,6.26028E-08,0,0
50,50,0.3,0.3,30,18,0.3,0.2,0.5,2,5,3.5,4,0,1,2,0.1,0.1,2,1,10,0.000199834,0.000199574,0.000208072,0.000224367,0.000249851,0.000288208,0.000236215,0.000221665,0.000214674,0.00021501,0,0,3.34153E-08,3.17831E-08,2.78299E-08,2.15569E-08,1.28531E-08,1.54075E-09,1.08461E-08,1.67664E-08,2.06657E-08,2.24585E-08,0,0
20,15,0.2,0.2,22,6,0.2,0.2,4,3.5,3.5,4,4,0,1,1,0.1,0.1,1,1,10,0.000479412,0.000471862,0.000465457,0.00046273,0.00046881,0.000492102,0.000890572,0.000911431,0.000928663,0.000942764,0,0,7.20664E-08,7.13804E-08,6.8494E-08,6.33242E-08,5.57275E-08,4.5443E-08,7.7509E-08,8.63551E-08,9.13725E-08,9.24054E-08,0,0
55,40,0.1,0.1,56,40,0.2,0.2,1,3,5,1,3,0,1,1,0.1,0.1,1,1,10,0.000987773,0.000994797,0.0010151,0.00106875,0.00118752,0.0014193,0.00132398,0.00133593,0.00134815,0.00136053,0,0,4.00513E-08,3.80798E-08,3.37522E-08,2.65198E-08,1.57719E-08,1.27775E-09,3.3904E-08,4.14501E-08,4.62065E-08,4.81477E-08,0,0
40,30,0.2,0.2,34,6,0.2,0.2,2.5,4,5,2,5.5,0,1,1,0.1,0.1,1,1,10,0.000268824,0.000268274,0.000271689,0.000286989,0.000328777,0.000425989,0.000480196,0.00048816,0.000497196,0.00050835,0,0,3.81367E-08,3.7001E-08,3.44103E-08,3.01744E-08,2.38277E-08,1.47059E-08,4.01787E-08,4.6195E-08,4.98808E-08,5.11269E-08,0,0
25,20,0.2,0.1,36,14,0.3,0.3,1,1.5,5.5,1.5,5,0,1,1,0.1,0.1,1,1,10,0.000531111,0.000522627,0.000516229,0.000530026,0.000602668,0.000817629,0.00139453,0.00142867,0.00145922,0.00148471,0,0,5.52889E-08,5.27842E-08,4.69938E-08,3.75795E-08,2.35351E-08,3.10836E-09,3.36471E-08,4.33146E-08,4.9351E-08,5.16822E-08,0,0
40,35,0.2,0.2,76,20,0.2,0.1,1,3,5,3,5.5,0,1,1,0.1,0.1,1,1,10,0.000566137,0.000560673,0.0005601,0.000574608,0.000623138,0.000740884,0.000709855,0.000707912,0.000709935,0.000716329,0,0,5.41707E-08,5.16549E-08,4.60565E-08,3.71581E-08,2.44867E-08,7.41058E-09,3.4849E-08,4.25289E-08,4.73869E-08,4.93774E-08,0,0
60,55,0.3,0.2,38,24,0.2,0.3,4,2.5,3,1.5,5.5,0,1,2,0.1,0.1,1,1,10,0.000225223,0.000220304,0.000226612,0.000241982,0.000267849,0.000308336,0.000407777,0.000410513,0.000415747,0.000424828,0,0,6.78591E-08,6.65247E-08,6.30592E-08,5.7555E-08,4.99761E-08,4.01588E-08,4.58695E-08,5.27693E-08,5.71185E-08,5.87999E-08,0,0
30,25,0.1,0.2,70,32,0.3,0.1,2,1.5,3.5,2,3.5,0,1,1,0.1,0.1,1,1,10,0.00163784,0.00163022,0.00162066,0.00161738,0.00163354,0.0016882,0.00116194,0.00116156,0.00116528,0.00117437,0,0,1.15863E-07,1.12289E-07,1.04323E-07,9.17233E-08,7.41855E-08,5.14118E-08,7.06701E-08,8.18608E-08,8.86646E-08,9.10155E-08,0,0
